abs_energy,average_power,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,hist_mode,interq_range,kurtosis,mean_abs_deviation,median_abs_deviation,pk_pk_distance,rms,skewness
7.682414905707929e-07,2.1047712070432683e-09,8.830564790211308e-05,4.310980556938429e-05,4.3114808249811176e-05,8.785828867985401e-06,1.551016214648645e-05,2.4056512981030106e-10,0.0150273224043715,4.340437564880833e-05,182.5,22272.724950306398,0.9993583051330968,3.661776552993009e-05,2.262724753639607e-05,-0.4738006442338087,1.2883107951674364e-05,1.1331746030144264e-05,7.951981903412768e-05,4.581506811127119e-05,0.1681121820617931
