abs_energy,auc,autocorr,average_power,calc_centroid,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,dfa,distance,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,fundamental_frequency,higuchi_fractal_dimension,hist_mode,human_range_energy,hurst_exponent,interq_range,kurtosis,lempel_ziv,lpcc,max_frequency,max_power_spectrum,maximum_fractal_length,mean_abs_deviation,mean_abs_diff,mean_diff,median_abs_deviation,median_abs_diff,median_diff,median_frequency,mfcc,mse,negative_turning,neighbourhood_peaks,petrosian_fractal_dimension,pk_pk_distance,positive_turning,power_bandwidth,rms,skewness,slope,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,sum_abs_diff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var,zero_cross
7.682414905707929e-07,0.01573893470403505,7.0,2.1047712070432683e-09,195.0794358432672,8.830564790211308e-05,4.3109805569384294e-05,4.3114808249811176e-05,8.785828867985401e-06,1.551016214648645e-05,2.405651298103011e-10,0.9720891451087091,365.0000000231197,0.015027322404371584,4.340437564880833e-05,182.5,22272.724950306394,0.9993583051330969,0.00273224043715847,1.844113800388052,3.661776552993009e-05,0.0,0.8143109258601838,2.262724753639607e-05,-0.47380064423380874,0.1721311475409836,0.729486945043989,0.4453551912568306,108.72214898872046,-2.475843822463107,1.2883107951674365e-05,7.1408985776736105e-06,4.704593079186941e-08,1.1331746030144264e-05,4.179173023051895e-06,2.1882033252041194e-07,0.05191256830601093,20.944824333253695,0.8533330826116334,57.0,14.0,1.0206389047348732,7.951981903412768e-05,58.0,0.1912568306010929,4.581506811127119e-05,0.16811218206179315,2.7183640750046392e-08,0.12103313289844252,-2.3558893183048633,-2.518814920714715,0.6852832245677741,2.9517511429391456,56.0,0.4453551912568306,0.0,1.1028834122093387,-0.03327981670446773,0.1477595046461902,0.30230844070015417,3.122096735201034e-10,0.0026064279808508677,2.7903544445439827e-06,2.2931694406322236e-05,2.13666013489235,2.2729339147156107e-05,5.644993029404799e-10,0.0
