dfa,higuchi_fractal_dimension,hurst_exponent,maximum_fractal_length,mse,petrosian_fractal_dimension
0.9720891451087076,1.844113800388055,0.8143109258601839,-2.475843822463106,0.8533330826116334,1.0206389047348732
