fundamental_frequency,human_range_energy,lpcc,max_frequency,max_power_spectrum,median_frequency,mfcc,power_bandwidth,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var
0.0027322404371584,0.0,0.729486945043989,0.4453551912568306,108.72214898872043,0.0519125683060109,20.94482433325371,0.1912568306010929,0.1210331328984425,-2.355889318304864,-2.518814920714715,0.6852832245677741,2.9517511429391456,56.0,0.4453551912568306,0.0,1.1028834122093387,-0.0332798167044677,0.1477595046461902,0.3023084407001541,3.1220967352010337e-10,2.7903544445439827e-06,2.293169440632224e-05,2.13666013489235,2.2729339147156104e-05,5.644993029404799e-10
