abs_energy,auc,autocorr,average_power,calc_centroid,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,dfa,distance,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,fundamental_frequency,higuchi_fractal_dimension,hist_mode,human_range_energy,hurst_exponent,interq_range,kurtosis,lempel_ziv,lpcc,max_frequency,max_power_spectrum,maximum_fractal_length,mean_abs_deviation,mean_abs_diff,mean_diff,median_abs_deviation,median_abs_diff,median_diff,median_frequency,mfcc,mse,negative_turning,neighbourhood_peaks,petrosian_fractal_dimension,pk_pk_distance,positive_turning,power_bandwidth,rms,skewness,slope,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,sum_abs_diff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var,zero_cross
0.32555159509224874,10.822535522608066,3.0,0.0008919221783349281,185.17218306686738,0.038546168555816,0.029654311630764547,0.0295049579193194,0.0216163210570812,0.0031791562084907557,1.0107034197985316e-05,1.0429057264475063,365.001298433844,0.015027322404371584,0.02962722132603325,182.5,108.4588635874342,0.9984744065485794,0.00273224043715847,1.9013181727439596,0.029234752431511864,0.0,0.7427203251031045,0.00462298359877112,-0.3929037880327453,0.1885245901639344,0.9054284153768344,0.39344262295081966,22.075910530592854,-0.044002015218289434,0.002590665837310175,0.0019299196195044458,2.09616105918471e-05,0.002317800108964199,0.0011636325313399004,-0.00014627476533250056,0.0,12.119794382550547,1.2525633567602954,75.0,16.0,1.0265647814982015,0.0169298474987348,75.0,0.3360655737704918,0.029824239009444697,0.19021638290935325,3.4650711468910005e-06,0.07795474960966328,-7.553301828201109,-1210.9976932699988,0.7763393290114157,4.628717009415552,59.0,0.39344262295081966,0.0,1.6746823343384545,-0.044396165670643896,0.13028806845928706,0.5541029296237546,1.462140330410869e-05,0.7044206611191227,0.0018149951179669806,0.008006484338724763,2.144113099442884,0.007772417961245232,6.864058482944092e-05,0.0
