auc,autocorr,calc_centroid,distance,lempel_ziv,mean_abs_diff,mean_diff,median_abs_diff,median_diff,negative_turning,neighbourhood_peaks,positive_turning,slope,sum_abs_diff,zero_cross
0.015738934704035,7.0,195.0794358432672,365.0000000231197,0.1721311475409836,7.1408985776736105e-06,4.704593079186943e-08,4.179173023051895e-06,2.1882033252041197e-07,57.0,14.0,58.0,2.7183640750046392e-08,0.0026064279808508,0.0
